material,description,supplier,country_of_origin,unit_cost_eur,margin_pct,inventory_on_hand,safety_stock,avg_daily_demand,lead_time_days,shelf_life_days,days_on_hand,expected_price_change_pct,sole_source,incoterm,in_transit_units,in_transit_arrival_days
INT233,Stabilized Intermediate,Caldic BV,NL,197.66,49.9,448,567,9.8,94,477,45.8,0.4,Y,FCA,187,34
INT234,Purification Intermediate,Aurobindo Pharma,IN,61.08,28.3,2156,916,26.1,59,383,82.6,4.3,N,CIF,381,43
INT235,Reaction Intermediate,Evonik,DE,169.82,34.0,1545,1057,27.9,72,591,55.4,-0.5,N,FCA,646,11
INT236,Reaction Intermediate,Aurobindo Pharma,IN,165.21,39.8,1554,552,19.3,25,575,80.5,4.4,N,FOB,154,12
INT237,Reaction Intermediate,Ercros,ES,190.96,37.4,310,131,2.5,87,672,124.2,0.0,N,DAP,0,0
INT238,Catalyst Complex,Aurobindo Pharma,IN,88.81,26.1,405,266,5.2,64,473,78.0,6.5,N,CFR,57,59
INT239,Stabilized Intermediate,Sumitomo,JP,242.21,38.3,248,117,3.3,20,703,75.3,3.8,N,CIF,13,14
INT240,Stabilized Intermediate,Cipla Bulk,IN,172.21,24.3,1531,854,28.3,36,596,54.1,8.3,N,CIF,109,25
INT241,Reaction Intermediate,DSM,NL,103.12,31.6,770,407,14.7,28,406,52.4,3.7,N,EXW,85,25
INT242,Synthesis Intermediate,Evonik,DE,188.7,53.1,1922,1307,25.6,18,469,75.1,4.0,Y,FCA,53,15
INT243,Purification Intermediate,Lupin China,CN,218.86,24.2,202,68,2.0,59,427,101.2,2.7,N,CIF,10,54
INT244,Catalyst Complex,UCB,BE,242.16,22.1,2165,1047,22.0,59,427,98.4,1.6,Y,DAP,0,0
INT245,Purification Intermediate,Zhejiang Hisun,IN,246.61,48.9,227,107,3.1,79,542,73.2,4.6,N,CIF,40,17
INT246,Synthesis Intermediate,DSM,DE,189.94,58.2,427,166,6.0,35,559,71.2,1.9,N,FCA,41,21
INT247,Stabilized Intermediate,BASF SE,DE,197.53,61.1,1613,1582,27.7,63,361,58.3,-1.3,Y,EXW,216,25
INT248,Reaction Intermediate,Zhejiang Hisun,IN,159.85,22.3,1863,469,22.9,40,479,81.4,10.1,N,FOB,265,29
INT249,Purification Intermediate,Zhejiang Huahai,CN,72.86,47.4,1060,379,15.5,47,395,68.4,3.3,Y,FOB,246,16
INT250,Synthesis Intermediate,UCB,BE,227.62,43.1,2814,681,27.7,36,484,101.6,3.3,N,FCA,217,35
INT251,Synthesis Intermediate,AkzoNobel,NL,38.21,55.2,442,204,4.8,37,388,92.3,-1.6,N,DAP,0,0
INT252,Reaction Intermediate,Flamma,IT,80.18,24.4,2374,599,23.4,86,574,101.5,2.3,N,FCA,555,71
INT253,Catalyst Complex,Johnson Matthey,GB,53.16,48.2,177,68,2.9,34,589,61.3,0.5,N,FCA,12,17
INT254,Synthesis Intermediate,Janssen,BE,157.39,39.6,522,783,15.6,87,532,33.5,3.7,Y,DAP,0,0
INT255,Stabilized Intermediate,DSM,NL,188.11,17.4,178,162,3.7,15,696,48.1,1.3,N,DAP,0,0
INT256,Stabilized Intermediate,Cipla Bulk,IN,44.07,51.9,399,158,4.9,20,516,81.5,10.0,N,CIF,17,17
INT257,Synthesis Intermediate,Pfizer CentreOne,US,79.07,62.2,1126,288,9.7,15,486,116.1,10.8,N,DDP,0,0
INT258,Synthesis Intermediate,Caldic BV,NL,104.83,56.1,2144,256,6.4,21,646,335.0,2.6,N,EXW,26,5
INT259,Catalyst Complex,BASF SE,DE,139.01,32.8,1080,833,17.7,50,474,61.1,1.5,N,FCA,220,19
INT260,Purification Intermediate,Janssen,BE,172.43,21.8,1294,306,14.3,81,418,90.5,0.5,N,DAP,0,0
INT261,Synthesis Intermediate,Mitsui Chemicals,JP,239.94,29.3,2435,1111,26.3,84,606,92.6,3.7,N,DAP,0,0
INT262,Synthesis Intermediate,Ercros,ES,60.42,49.9,3029,1453,29.3,16,386,103.4,2.2,Y,FCA,122,5
INT263,Stabilized Intermediate,Croda International,GB,223.16,55.6,456,659,16.4,33,597,27.9,1.1,Y,DAP,0,0
INT264,Purification Intermediate,Merck KGaA,DE,81.06,46.0,2269,1296,24.0,18,483,94.6,0.4,N,FCA,59,11
INT265,Stabilized Intermediate,DuPont,US,210.75,43.1,1874,526,17.6,88,562,106.5,5.2,N,DDP,0,0
INT266,Stabilized Intermediate,Merck KGaA,DE,88.09,24.4,210,170,3.1,41,604,67.9,-0.0,N,EXW,38,29
INT267,Reaction Intermediate,Merck KGaA,DE,247.99,54.1,2352,589,28.3,82,522,83.1,-2.0,N,FCA,399,62
INT268,Reaction Intermediate,Zhejiang Huahai,CN,96.28,30.5,2607,1102,29.1,47,507,89.6,6.3,N,CFR,301,43
INT269,Synthesis Intermediate,Zhejiang Hisun,IN,185.15,56.9,1171,889,17.8,67,628,65.8,7.0,N,CIF,214,5
INT270,Purification Intermediate,Pfizer CentreOne,US,58.41,55.8,2179,788,22.1,71,509,98.6,2.0,N,DAP,0,0
INT271,Synthesis Intermediate,Lupin China,CN,139.24,55.5,2000,1231,21.1,35,715,94.8,11.2,N,CIF,153,23
INT272,Synthesis Intermediate,BASF SE,DE,198.38,41.0,2014,926,26.3,22,515,76.6,-1.1,Y,EXW,179,13
INT273,Synthesis Intermediate,BASF SE,DE,66.16,50.3,1966,1061,24.3,31,469,80.9,1.3,N,FCA,242,10
INT274,Synthesis Intermediate,Janssen,BE,135.62,64.9,511,283,5.2,78,483,98.4,-0.2,N,EXW,121,41
INT275,Synthesis Intermediate,Zhejiang Hisun,IN,186.44,40.2,2941,1608,27.3,28,669,107.8,10.4,N,CFR,101,22
INT276,Catalyst Complex,Bayer,DE,128.06,31.1,1281,387,12.8,76,386,100.1,2.8,N,FCA,194,56
INT277,Catalyst Complex,Hutchison MediPharma,CN,136.53,54.0,895,337,10.2,75,391,87.8,12.0,Y,FOB,242,66
INT278,Catalyst Complex,LG Chem,KR,93.1,21.5,1216,918,16.0,30,411,76.0,4.0,N,CFR,56,21
INT279,Stabilized Intermediate,Dr Reddy's,IN,162.56,49.7,507,400,12.2,26,583,41.6,6.5,N,CIF,70,19
INT280,Catalyst Complex,Divi's Labs,IN,177.94,47.1,408,427,7.3,22,509,56.0,2.6,N,FOB,49,8
INT281,Catalyst Complex,Croda International,GB,36.65,55.8,300,346,6.9,17,500,43.6,3.2,N,DAP,0,0
INT282,Catalyst Complex,Caldic BV,NL,98.03,25.2,797,287,10.9,20,380,73.2,3.5,N,FCA,70,15
INT283,Catalyst Complex,Ercros,ES,58.29,34.0,1449,804,18.1,96,484,80.1,3.3,Y,FCA,133,25
INT284,Catalyst Complex,Caldic BV,NL,192.33,23.6,1378,380,13.9,51,485,99.2,1.7,N,FCA,138,6
INT285,Synthesis Intermediate,Evonik,DE,195.43,36.2,298,218,10.4,17,566,28.7,-1.6,N,DAP,0,0
INT286,Stabilized Intermediate,Evonik,DE,177.42,37.0,4289,1137,22.6,79,631,189.8,3.0,N,FCA,504,64
INT287,Purification Intermediate,Flamma,IT,143.29,57.6,583,732,14.1,76,449,41.3,2.5,N,FCA,357,69
INT288,Reaction Intermediate,Divi's Labs,IN,66.8,63.7,876,471,9.1,69,436,96.3,10.6,N,CFR,104,10
INT289,Stabilized Intermediate,Caldic BV,NL,98.11,25.0,331,167,4.4,52,527,75.2,-0.4,N,DAP,0,0
INT290,Catalyst Complex,DSM,NL,66.32,64.4,1011,335,11.2,20,644,90.3,0.0,N,DAP,0,0
INT291,Stabilized Intermediate,Divi's Labs,IN,241.48,49.0,5422,987,24.9,74,388,217.8,11.6,N,CFR,174,62
INT292,Reaction Intermediate,Mitsui Chemicals,JP,145.46,61.4,1632,981,28.9,23,439,56.5,-1.9,N,CIF,70,15
INT293,Purification Intermediate,Divi's Labs,IN,121.36,28.7,226,77,2.4,29,367,94.2,8.7,Y,CFR,13,27
INT294,Reaction Intermediate,Hutchison MediPharma,CN,60.26,43.2,300,131,3.7,46,460,81.2,10.4,N,CFR,35,30
INT295,Purification Intermediate,Merck KGaA,DE,149.9,28.5,1016,503,11.2,85,583,90.8,0.8,N,EXW,164,40
INT296,Synthesis Intermediate,Zhejiang Hisun,IN,204.91,29.1,1477,972,21.1,62,623,70.0,4.4,N,CIF,167,29
INT297,Catalyst Complex,Solvay,BE,162.85,26.0,1568,1182,24.5,47,529,64.0,2.1,Y,DAP,0,0
INT298,Synthesis Intermediate,Solvay,BE,101.31,43.2,263,355,9.2,61,433,28.7,-1.3,Y,DAP,0,0
INT299,Reaction Intermediate,Esteve,ES,239.64,16.0,1274,775,13.7,68,526,93.1,-1.8,N,FCA,323,58
INT300,Purification Intermediate,Mitsui Chemicals,JP,61.34,48.2,153,934,16.4,53,471,9.4,-1.2,N,CIF,97,11
INT301,Synthesis Intermediate,Zhejiang Hisun,IN,112.36,48.4,2827,1038,24.8,80,544,114.0,10.7,N,CIF,289,34
INT302,Reaction Intermediate,Janssen,BE,149.87,48.0,1813,770,14.1,30,692,128.6,1.4,N,EXW,99,25
INT303,Synthesis Intermediate,DuPont,US,158.94,40.5,49,91,3.0,51,593,16.6,2.9,N,DAP,0,0
INT304,Purification Intermediate,DSM,DE,71.99,45.4,323,198,7.0,81,675,46.3,0.6,N,FCA,192,76
INT305,Synthesis Intermediate,Evonik,DE,247.6,62.3,377,163,5.0,44,610,75.4,0.1,N,FCA,26,24
INT306,Catalyst Complex,BASF SE,DE,61.54,62.7,63,170,6.1,53,432,10.4,-1.2,Y,EXW,72,36
INT307,Synthesis Intermediate,Ercros,ES,81.53,33.6,163,154,4.0,30,718,40.8,0.5,N,FCA,14,13
INT308,Purification Intermediate,DSM,NL,50.95,37.7,432,559,11.5,27,666,37.6,1.2,N,FCA,45,15
INT309,Purification Intermediate,BASF SE,DE,88.03,23.6,2566,1192,28.0,17,450,91.6,-1.5,N,FCA,133,7
INT310,Stabilized Intermediate,AkzoNobel,NL,228.52,54.8,2992,1325,28.5,63,685,105.0,0.1,N,FCA,466,36
INT311,Catalyst Complex,Ercros,ES,216.3,33.9,1849,1253,25.0,47,692,74.0,-0.4,N,DAP,0,0
INT312,Synthesis Intermediate,AkzoNobel,NL,110.68,50.9,1552,1197,28.6,64,658,54.3,-0.2,N,FCA,619,28
INT313,Purification Intermediate,SK Bioscience,KR,65.54,44.3,622,165,5.3,73,687,117.5,5.9,N,FOB,101,33
INT314,Catalyst Complex,BASF SE,DE,119.45,47.5,848,688,18.1,25,458,46.9,-0.1,N,FCA,106,23
INT315,Reaction Intermediate,Cipla Bulk,IN,69.19,20.0,1903,642,23.4,77,476,81.3,8.2,N,CIF,354,70
INT316,Purification Intermediate,AkzoNobel,NL,153.14,30.3,3235,1328,27.4,21,689,118.1,-0.1,N,EXW,176,17
INT317,Catalyst Complex,Lupin China,CN,159.69,58.3,990,632,10.9,50,679,90.9,12.0,N,CIF,57,28
INT318,Purification Intermediate,Flamma,IT,229.9,51.6,1515,792,19.6,46,367,77.3,3.1,N,DAP,0,0
INT319,Catalyst Complex,Hutchison MediPharma,CN,146.37,16.7,1079,383,12.7,50,608,85.0,6.2,N,CFR,77,29
INT320,Reaction Intermediate,Ercros,ES,157.79,15.3,1624,1042,27.4,19,548,59.3,3.2,N,FCA,103,13
INT321,Synthesis Intermediate,Bayer,DE,148.03,38.0,1820,1728,28.9,67,644,63.0,1.7,N,DAP,0,0
INT322,Purification Intermediate,Alpek Polyester,MX,227.74,51.3,358,220,5.6,67,650,64.0,-1.2,Y,DAP,0,0
INT323,Reaction Intermediate,DSM,DE,47.77,51.2,1216,545,17.5,113,402,69.5,-0.9,Y,EXW,169,19
INT324,Purification Intermediate,DSM,DE,194.16,52.6,647,277,7.3,18,611,88.7,0.7,N,FCA,16,12
INT325,Purification Intermediate,DSM,NL,45.66,63.8,2125,435,21.2,27,415,100.3,3.2,N,DAP,0,0
INT326,Synthesis Intermediate,Evonik,DE,86.27,63.8,144,147,2.9,69,421,49.8,3.2,N,DAP,0,0
INT327,Purification Intermediate,Croda International,GB,202.26,56.4,1103,745,15.3,52,667,72.1,-0.8,Y,DAP,0,0
INT328,Reaction Intermediate,UCB,BE,71.09,41.5,1071,545,25.7,19,704,41.7,3.8,N,FCA,157,8
INT329,Stabilized Intermediate,Hutchison MediPharma,CN,142.6,36.1,1397,1246,24.8,74,670,56.3,2.4,N,FOB,369,64
INT330,Reaction Intermediate,Dr Reddy's,IN,108.18,45.8,368,147,5.6,82,437,65.8,8.0,N,FOB,55,10
INT331,Catalyst Complex,Evonik,DE,208.11,35.1,794,599,14.5,58,529,54.8,4.0,N,EXW,157,5
INT332,Catalyst Complex,Johnson Matthey,GB,236.8,46.4,1195,503,16.6,74,583,72.0,2.7,N,FCA,384,32
INT333,Stabilized Intermediate,Hutchison MediPharma,CN,166.08,17.9,940,169,7.6,55,662,123.8,3.0,N,CFR,100,8
INT334,Reaction Intermediate,Pfizer CentreOne,US,34.01,16.2,876,409,16.3,75,622,53.8,9.7,N,DDP,0,0
INT335,Purification Intermediate,Eternal Materials,US,213.11,24.1,69,86,3.9,63,608,17.7,5.1,N,DAP,0,0
INT336,Catalyst Complex,Lupin China,CN,149.21,48.0,7506,726,29.4,70,571,255.3,6.3,Y,FOB,351,12
INT337,Synthesis Intermediate,Johnson Matthey,GB,159.92,23.5,2099,1245,22.3,28,547,94.2,-0.6,N,FCA,136,24
INT338,Reaction Intermediate,UCB,BE,188.43,44.1,486,309,7.6,71,489,64.0,-0.9,N,EXW,156,15
INT339,Purification Intermediate,Hutchison MediPharma,CN,194.25,16.0,577,420,9.6,49,495,60.1,3.6,N,FOB,90,7
INT340,Catalyst Complex,Evonik,DE,200.55,41.7,216,97,2.4,14,424,90.3,-0.6,N,EXW,8,8
INT341,Catalyst Complex,AkzoNobel,NL,82.11,16.5,325,564,10.6,82,567,30.7,3.0,N,FCA,138,27
INT342,Catalyst Complex,Bayer,DE,223.14,60.6,320,179,5.1,48,559,62.9,3.1,Y,FCA,84,33
INT343,Synthesis Intermediate,Dr Reddy's,IN,103.54,22.4,1768,974,18.4,17,509,96.1,11.7,N,CFR,34,6
INT344,Stabilized Intermediate,Aurobindo Pharma,IN,81.8,60.3,354,211,9.8,63,595,36.1,4.4,N,FOB,189,61
INT345,Stabilized Intermediate,Flamma,IT,203.89,27.1,1511,1337,26.2,35,463,57.7,1.1,N,DAP,0,0
INT346,Reaction Intermediate,Formosa Plastics,TW,53.59,28.6,551,477,12.0,50,637,46.0,0.7,Y,FOB,152,25
INT347,Synthesis Intermediate,Ercros,ES,71.3,52.8,809,446,11.0,58,403,73.6,-0.2,Y,DAP,0,0
INT348,Stabilized Intermediate,Esteve,ES,197.9,27.3,479,224,4.4,45,624,109.0,2.3,N,FCA,53,14
INT349,Catalyst Complex,Lupin China,CN,173.87,39.1,1359,751,16.1,20,491,84.4,2.3,Y,CFR,79,12
INT350,Synthesis Intermediate,Janssen,BE,245.6,27.6,1909,508,22.3,35,360,85.6,-0.5,N,FCA,223,28
EXCIP351,Hypromellose,Evonik,DE,79.26,27.1,4091,958,48.4,75,1263,84.5,1.3,Y,EXW,885,26
EXCIP352,Hypromellose,Eternal Materials,US,32.31,57.4,3566,637,36.7,76,774,97.2,9.9,N,FCA,871,74
EXCIP353,Croscarmellose Sodium,Hutchison MediPharma,CN,73.46,47.2,6516,3997,133.7,31,865,48.7,11.8,N,CIF,637,9
EXCIP354,Magnesium Stearate,Solvay,BE,51.73,61.2,5597,5331,148.1,63,1337,37.8,-1.4,N,EXW,3203,55
EXCIP355,Magnesium Stearate,Dr Reddy's,IN,29.23,29.3,2241,823,29.0,55,875,77.3,8.4,N,FOB,518,10
EXCIP356,Lactose Monohydrate,Dr Reddy's,IN,29.82,24.8,2134,1338,47.1,34,-2,45.3,2.5,N,FOB,296,25
EXCIP357,Lactose Monohydrate,DSM,NL,5.07,38.7,1430,695,15.5,34,874,92.3,0.8,N,EXW,163,28
EXCIP358,Microcrystalline Cellulose,Evonik,DE,36.25,58.5,7751,4302,133.5,22,1214,58.1,0.7,N,FCA,354,14
EXCIP359,Magnesium Stearate,Lupin China,CN,70.62,28.7,2224,515,32.1,37,1195,69.3,3.1,Y,FOB,158,7
EXCIP360,Microcrystalline Cellulose,Eternal Materials,US,8.49,53.0,9371,2879,113.2,89,1046,82.8,9.3,N,DDP,0,0
EXCIP361,Hypromellose,AkzoNobel,NL,69.09,35.0,7005,3041,103.6,44,1278,67.6,0.7,N,EXW,845,19
EXCIP362,Magnesium Stearate,DSM,DE,11.48,36.4,3137,1296,33.4,40,1160,93.9,1.4,N,FCA,198,17
EXCIP363,Microcrystalline Cellulose,Flamma,IT,38.51,42.2,2203,810,47.4,60,8,46.5,1.6,N,FCA,575,22
EXCIP364,Croscarmellose Sodium,Mitsui Chemicals,JP,22.75,60.5,8460,1886,114.4,65,1179,74.0,-0.6,N,CIF,1579,22
EXCIP365,Magnesium Stearate,BASF SE,DE,51.28,58.4,1147,787,25.5,28,1067,45.0,1.3,N,EXW,145,27
EXCIP366,Croscarmellose Sodium,DSM,DE,42.62,40.2,11023,3915,139.1,52,1194,79.3,-0.7,N,DAP,0,0
EXCIP367,Magnesium Stearate,Divi's Labs,IN,5.33,37.3,371,301,10.8,19,918,34.4,5.1,N,CIF,51,17
EXCIP368,Mannitol,Dr Reddy's,IN,70.1,30.9,10220,4083,114.9,24,732,89.0,11.6,N,FOB,493,8
EXCIP369,Mannitol,Olon SpA,IT,61.85,36.8,1682,1132,39.2,17,1245,42.9,1.6,N,DAP,0,0
EXCIP370,Mannitol,Ercros,ES,43.81,49.0,5892,2257,81.1,85,890,72.7,1.2,N,DAP,0,0
EXCIP371,Lactose Monohydrate,Lupin China,CN,54.87,50.2,6002,1376,67.6,44,1286,88.8,7.9,N,CFR,389,31
EXCIP372,Croscarmellose Sodium,Zhejiang Huahai,CN,66.99,18.7,847,226,11.5,23,1025,73.7,6.3,N,CIF,38,10
EXCIP373,Microcrystalline Cellulose,Aurobindo Pharma,IN,63.16,25.1,2248,2108,112.4,75,1403,20.0,8.3,N,CFR,707,24
EXCIP374,Croscarmellose Sodium,Olon SpA,IT,25.36,53.8,3213,2444,102.7,22,1038,31.3,0.6,N,DAP,0,0
EXCIP375,Croscarmellose Sodium,Dr Reddy's,IN,43.95,42.7,6018,1094,41.1,65,827,146.4,8.0,N,CIF,368,56
EXCIP376,Croscarmellose Sodium,Eternal Materials,US,57.13,34.7,46373,3512,150.0,31,913,309.2,6.8,N,FCA,721,18
EXCIP377,Magnesium Stearate,Hutchison MediPharma,CN,26.64,24.0,10014,4277,133.0,67,807,75.3,4.2,N,FOB,1159,33
EXCIP378,Croscarmellose Sodium,Esteve,ES,29.3,55.7,33434,4891,114.8,64,1000,291.2,-0.3,Y,DAP,0,0
EXCIP379,Magnesium Stearate,Flamma,IT,21.21,39.2,8457,4161,110.3,35,1287,76.7,1.8,N,FCA,534,15
EXCIP380,Croscarmellose Sodium,Hutchison MediPharma,CN,19.09,57.9,1056,779,17.5,59,1296,60.4,9.8,N,CFR,197,42
EXCIP381,Lactose Monohydrate,Zhejiang Huahai,CN,78.55,26.4,2135,960,43.1,79,1234,49.6,3.6,Y,CFR,553,23
EXCIP382,Croscarmellose Sodium,AkzoNobel,NL,32.78,30.9,964,486,14.4,61,948,67.0,1.5,N,FCA,178,31
EXCIP383,Mannitol,Zhejiang Huahai,CN,73.3,26.2,2848,1295,53.5,26,1175,53.2,11.2,N,CIF,135,5
EXCIP384,Lactose Monohydrate,DuPont,US,31.65,44.8,3694,1203,41.3,26,1162,89.5,8.6,N,DDP,0,0
EXCIP385,Microcrystalline Cellulose,Evonik,DE,37.97,53.7,10563,2738,101.1,67,1102,104.5,2.4,N,DAP,0,0
EXCIP386,Magnesium Stearate,DSM,NL,42.99,39.3,2159,4007,94.1,47,1352,22.9,1.8,N,FCA,1115,23
EXCIP387,Microcrystalline Cellulose,Dr Reddy's,IN,5.56,57.6,1731,551,16.5,53,1364,104.9,10.8,N,CFR,183,16
EXCIP388,Croscarmellose Sodium,BASF SE,DE,34.85,27.3,12444,5979,149.8,31,1425,83.1,0.5,N,FCA,1112,8
EXCIP389,Croscarmellose Sodium,Caldic BV,NL,46.22,45.1,1102,353,17.8,26,824,62.0,1.1,N,FCA,118,12
EXCIP390,Magnesium Stearate,DSM,NL,27.07,32.2,7565,3268,73.4,52,1071,103.1,0.1,Y,EXW,1066,13
EXCIP391,Microcrystalline Cellulose,Esteve,ES,74.98,35.7,7982,5161,119.7,45,1016,66.7,0.1,N,FCA,1029,44
EXCIP392,Mannitol,Johnson Matthey,GB,53.26,56.4,36427,3115,130.7,56,1162,278.7,0.7,N,DDP,0,0
EXCIP393,Croscarmellose Sodium,DSM,NL,67.75,23.6,5557,4122,95.7,71,1387,58.1,2.6,N,EXW,770,38
EXCIP394,Lactose Monohydrate,Cipla Bulk,IN,37.37,42.7,2946,2463,87.4,17,1380,33.7,5.0,N,CIF,163,7
EXCIP395,Croscarmellose Sodium,Pfizer CentreOne,US,9.15,17.0,4058,1406,41.8,78,949,97.1,5.3,N,DDP,0,0
EXCIP396,Magnesium Stearate,DuPont,US,41.25,59.7,5077,860,48.8,64,876,104.0,2.0,Y,DDP,0,0
EXCIP397,Magnesium Stearate,Dr Reddy's,IN,27.63,64.6,11942,3884,141.5,23,1248,84.4,9.5,N,CIF,329,10
EXCIP398,Lactose Monohydrate,Hutchison MediPharma,CN,67.79,17.3,2606,714,34.4,17,1083,75.8,8.6,N,CFR,85,5
EXCIP399,Mannitol,Evonik,DE,6.7,41.5,7857,4499,135.3,57,808,58.1,3.3,N,FCA,2649,28
EXCIP400,Microcrystalline Cellulose,UCB,BE,45.72,27.9,2013,981,34.1,26,734,59.0,3.6,Y,DAP,0,0
EXCIP401,Magnesium Stearate,BASF SE,DE,23.38,63.1,10308,3913,137.5,44,747,75.0,-1.3,N,DAP,0,0
EXCIP402,Lactose Monohydrate,Bayer,DE,12.41,20.1,5868,1478,77.3,47,858,75.9,2.8,N,EXW,1194,22
EXCIP403,Croscarmellose Sodium,Lupin China,CN,18.81,20.4,4085,1366,71.3,56,940,57.3,6.6,N,CFR,762,30
EXCIP404,Mannitol,AkzoNobel,NL,66.64,39.0,1408,731,18.7,33,1350,75.3,0.5,N,FCA,127,10
EXCIP405,Microcrystalline Cellulose,Divi's Labs,IN,71.42,33.4,1322,698,17.0,38,1073,77.8,10.8,N,CFR,142,33
EXCIP406,Hypromellose,Esteve,ES,48.3,51.0,2072,1526,34.9,69,1430,59.4,-0.8,N,DAP,0,0
EXCIP407,Croscarmellose Sodium,Zhejiang Huahai,CN,28.03,45.4,5263,2309,56.5,48,1268,93.2,11.9,N,CFR,328,16
EXCIP408,Lactose Monohydrate,Evonik,DE,51.0,51.3,8544,1936,57.0,14,852,149.9,0.6,N,EXW,129,8
EXCIP409,Magnesium Stearate,Janssen,BE,8.0,60.9,5144,1178,67.0,38,1341,76.8,-1.1,Y,FCA,347,24
EXCIP410,Mannitol,Sumitomo,JP,30.79,53.3,4742,2260,114.0,32,1278,41.6,2.0,N,CIF,806,12
EXCIP411,Mannitol,Bayer,DE,48.68,29.9,1670,738,19.7,68,866,84.8,2.5,N,EXW,354,46
EXCIP412,Magnesium Stearate,DuPont,US,49.67,35.8,3223,2091,60.9,76,822,52.9,10.8,N,DDP,0,0
EXCIP413,Hypromellose,Esteve,ES,67.12,30.8,3071,481,30.3,89,1188,101.4,-0.5,N,FCA,756,23
EXCIP414,Hypromellose,Zhejiang Huahai,CN,57.25,54.2,3214,1400,36.5,32,857,88.1,11.3,N,CIF,205,15
EXCIP415,Magnesium Stearate,Flamma,IT,35.87,30.6,3250,902,55.6,66,864,58.5,-1.1,N,FCA,874,49
EXCIP416,Microcrystalline Cellulose,Solvay,BE,21.99,55.9,2653,1184,47.5,72,1243,55.9,-1.8,N,FCA,1162,14
EXCIP417,Magnesium Stearate,Ercros,ES,63.91,15.3,7694,6114,140.5,63,1388,54.8,0.1,N,DAP,0,0
EXCIP418,Microcrystalline Cellulose,Esteve,ES,37.02,51.6,1999,483,22.9,77,831,87.3,2.9,Y,DAP,0,0
EXCIP419,Mannitol,Hutchison MediPharma,CN,25.29,56.3,4479,1682,59.3,54,1133,75.5,3.7,N,CIF,763,30
EXCIP420,Hypromellose,BASF SE,DE,19.39,18.2,10305,1925,105.9,22,759,97.3,2.8,N,EXW,315,13
EXCIP421,Microcrystalline Cellulose,Aurobindo Pharma,IN,75.84,25.4,8701,2248,105.6,23,1132,82.4,2.3,N,CFR,194,11
EXCIP422,Magnesium Stearate,Solvay,BE,73.44,59.0,2007,1121,30.0,45,1197,66.9,-0.1,N,DAP,0,0
EXCIP423,Mannitol,Caldic BV,NL,27.97,16.2,4452,1380,45.7,27,1170,97.4,0.2,N,DAP,0,0
EXCIP424,Croscarmellose Sodium,Merck KGaA,DE,63.95,44.6,2739,702,24.2,54,799,113.2,-0.9,N,EXW,193,12
EXCIP425,Lactose Monohydrate,Esteve,ES,37.21,48.7,9442,1195,49.4,83,967,191.1,1.1,N,FCA,765,70
EXCIP426,Hypromellose,Lupin China,CN,50.5,33.5,953,318,10.1,87,1151,94.4,4.9,N,CIF,215,55
EXCIP427,Lactose Monohydrate,Flamma,IT,9.83,32.5,3223,1435,34.7,64,959,92.9,-1.1,N,DAP,0,0
EXCIP428,Magnesium Stearate,Mitsui Chemicals,JP,12.59,23.7,8173,4902,140.6,96,859,58.1,-1.1,Y,CIF,374,18
EXCIP429,Microcrystalline Cellulose,UCB,BE,78.67,48.8,10201,4640,129.1,71,953,79.0,2.3,N,FCA,3094,42
EXCIP430,Mannitol,AkzoNobel,NL,51.03,36.3,5849,1846,120.8,58,1176,48.4,0.5,N,EXW,1706,30
EXCIP431,Mannitol,Merck KGaA,DE,73.28,42.4,4655,2895,87.9,18,1230,53.0,2.3,Y,FCA,271,13
EXCIP432,Croscarmellose Sodium,Zhejiang Hisun,IN,38.03,56.8,5398,2681,94.8,19,1181,56.9,2.1,N,CIF,330,15
EXCIP433,Lactose Monohydrate,Evonik,DE,36.6,24.0,3888,1267,68.9,19,909,56.4,-1.7,N,EXW,315,10
EXCIP434,Magnesium Stearate,Lupin China,CN,33.17,46.1,2715,730,41.9,58,851,64.8,6.4,N,FOB,601,24
EXCIP435,Mannitol,DSM,NL,64.96,21.7,7935,1770,114.5,45,813,69.3,2.2,N,DAP,0,0
EXCIP436,Mannitol,AkzoNobel,NL,54.29,56.6,4295,2484,96.1,80,1091,44.7,-1.0,N,DAP,0,0
EXCIP437,Magnesium Stearate,Lupin China,CN,70.07,33.7,2436,947,34.3,58,770,71.0,9.7,N,CFR,460,33
EXCIP438,Croscarmellose Sodium,Bayer,DE,69.17,52.5,2128,2134,50.8,23,758,41.9,-1.4,N,EXW,135,18
EXCIP439,Mannitol,Esteve,ES,67.95,17.9,6080,3034,96.3,72,1213,63.1,-0.8,Y,DAP,0,0
EXCIP440,Lactose Monohydrate,Zhejiang Huahai,CN,12.38,20.0,28090,1993,116.9,18,1296,240.3,8.5,N,FOB,380,16
EXCIP441,Mannitol,DSM,NL,56.06,59.8,2888,1061,31.8,86,24,90.8,2.3,N,EXW,711,68
EXCIP442,Lactose Monohydrate,Pfizer CentreOne,US,10.07,24.2,9367,6321,143.6,87,995,65.2,9.5,N,DDP,0,0
EXCIP443,Microcrystalline Cellulose,Aurobindo Pharma,IN,41.99,27.0,87,736,17.4,20,1017,5.0,8.2,N,CIF,48,16
EXCIP444,Microcrystalline Cellulose,Zhejiang Huahai,CN,23.21,41.4,2672,1496,41.3,16,1241,64.7,12.0,Y,FOB,230,10
